transaction_id,transaction_date,transaction_time,product_id,product_name,product_category,unit_price,quantity_sold,quantity_returned,final_quantity,discount_percentage,revenue,branch_id,branch_name,branch_city,branch_region,employee_id,employee_name,employee_position,payment_method,customer_id,customer_name
301,2024-03-02,00:00:00,9,Muffins,Bakery,4.71,1,0,1,0.18,4.71,3,Northgate,Chicago,Midwest,14,Timothy Wong,Cashier,Cash,312.0,Donna Landry
302,2024-01-31,00:00:00,8,Bagels,Bakery,5.17,1,0,1,0.14,5.17,3,Northgate,Chicago,Midwest,6,Melissa Peterson,Sales Associate,Credit Card,178.0,Krista Gibson
303,2024-02-12,00:00:00,67,Razors,Personal Care,5.44,6,0,6,0.16,32.64,5,Eastville,Miami,Southeast,9,Valerie Gray,Cashier,Debit Card,,
304,2024-04-19,00:00:00,16,Tomatoes,Produce,27.83,5,0,5,0.05,139.15,1,Downtown,New York,East,11,Amber Perez,Assistant Manager,Gift Card,255.0,Frank Cordova
305,2024-01-15,00:00:00,59,Toilet Paper,Household,25.1,8,0,8,0.03,200.8,5,Eastville,Miami,Southeast,12,David Garcia,Cashier,Credit Card,53.0,Jose Travis
306,2024-01-01,00:00:00,15,Oranges,Produce,44.39,1,0,1,0.0,44.39,2,Westside,Los Angeles,West,17,Crystal Johnson,Stocker,Cash,197.0,Kimberly Gutierrez
307,2024-05-21,00:00:00,20,Chicken,Meat,18.65,7,0,7,0.05,130.55,2,Westside,Los Angeles,West,2,Megan Mcclain,Cashier,Debit Card,40.0,Isaiah Avila
308,2024-01-14,00:00:00,48,Beans,Canned Goods,27.2,3,0,3,0.1,81.6,1,Downtown,New York,East,17,Crystal Johnson,Stocker,Cash,,
309,2024-03-20,00:00:00,9,Muffins,Bakery,5.22,6,0,6,0.09,31.32,4,Southcenter,Houston,South,10,Lisa Hensley,Stocker,Debit Card,289.0,Olivia Harris
310,2024-04-28,00:00:00,39,Wine,Beverages,11.77,6,0,6,0.1,70.62,5,Eastville,Miami,Southeast,8,Lindsey Roman,Stocker,Credit Card,,
311,2024-04-14,00:00:00,32,Water,Beverages,37.62,1,0,1,0.07,37.62,2,Westside,Los Angeles,West,1,Allison Hill,Cashier,Cash,,
312,2024-01-27,00:00:00,1,Milk,Dairy,10.2,4,0,4,0.05,40.8,4,Southcenter,Houston,South,10,Lisa Hensley,Stocker,Mobile Payment,,
313,2024-01-12,00:00:00,19,Onions,Produce,38.62,4,0,4,0.1,154.48,3,Northgate,Chicago,Midwest,3,Allen Robinson,Manager,Debit Card,383.0,Tanya Kim
314,2024-05-09,00:00:00,11,Cake,Bakery,33.82,3,0,3,0.08,101.46,5,Eastville,Miami,Southeast,4,Cristian Santos,Sales Associate,Gift Card,223.0,Barbara Dudley
315,2024-03-07,00:00:00,17,Lettuce,Produce,2.99,6,0,6,0.08,17.94,2,Westside,Los Angeles,West,10,Lisa Hensley,Stocker,Debit Card,140.0,Cynthia Moore
316,2024-02-04,00:00:00,30,Crab,Seafood,41.45,10,0,10,0.02,414.5,1,Downtown,New York,East,7,Gabrielle Davis,Cashier,Mobile Payment,209.0,Kristen Davis
317,2024-02-23,00:00:00,16,Tomatoes,Produce,27.83,8,0,8,0.05,222.64,5,Eastville,Miami,Southeast,12,David Garcia,Cashier,Cash,414.0,Susan Murray MD
318,2024-02-25,00:00:00,39,Wine,Beverages,11.25,6,0,6,0.14,67.5,5,Eastville,Miami,Southeast,2,Megan Mcclain,Cashier,Debit Card,26.0,Kathleen Moran
319,2024-01-08,00:00:00,39,Wine,Beverages,11.64,7,0,7,0.11,81.48,3,Northgate,Chicago,Midwest,6,Melissa Peterson,Sales Associate,Gift Card,237.0,Denise Davenport
320,2024-01-04,00:00:00,14,Bananas,Produce,33.31,1,0,1,0.2,33.31,2,Westside,Los Angeles,West,4,Cristian Santos,Sales Associate,Credit Card,206.0,Mrs. Kristen Reyes
321,2024-05-30,00:00:00,48,Beans,Canned Goods,29.92,5,0,5,0.01,149.6,1,Downtown,New York,East,19,Matthew Foster,Cashier,Cash,331.0,Katie Suarez
322,2024-03-25,00:00:00,57,Desserts,Frozen Foods,47.26,2,2,0,0.01,0.0,2,Westside,Los Angeles,West,3,Allen Robinson,Manager,Gift Card,371.0,Desiree Tyler
323,2024-04-07,00:00:00,51,Tomatoes,Canned Goods,41.45,7,0,7,0.04,290.15,4,Southcenter,Houston,South,1,Allison Hill,Cashier,Credit Card,229.0,Timothy Romero
324,2024-03-03,00:00:00,20,Chicken,Meat,16.1,5,0,5,0.18,80.5,1,Downtown,New York,East,20,Derek Wright,Stocker,Mobile Payment,144.0,Diane Evans
325,2024-02-21,00:00:00,50,Corn,Canned Goods,21.54,9,0,9,0.2,193.86,2,Westside,Los Angeles,West,14,Timothy Wong,Cashier,Gift Card,,
326,2024-05-19,00:00:00,49,Tuna,Canned Goods,17.53,8,0,8,0.11,140.24,3,Northgate,Chicago,Midwest,16,Margaret Hawkins DDS,Sales Associate,Debit Card,93.0,Yvonne Burns
327,2024-02-26,00:00:00,4,Butter,Dairy,32.07,1,0,1,0.16,32.07,3,Northgate,Chicago,Midwest,20,Derek Wright,Stocker,Cash,,
328,2024-05-29,00:00:00,61,Soap,Household,41.4,4,0,4,0.02,165.6,5,Eastville,Miami,Southeast,12,David Garcia,Cashier,Credit Card,418.0,Joshua Reed
329,2024-04-09,00:00:00,8,Bagels,Bakery,4.81,6,0,6,0.2,28.86,2,Westside,Los Angeles,West,19,Matthew Foster,Cashier,Credit Card,304.0,Kimberly Gibson
330,2024-01-08,00:00:00,41,Pretzels,Snacks,19.57,6,0,6,0.11,117.42,3,Northgate,Chicago,Midwest,19,Matthew Foster,Cashier,Gift Card,,
331,2024-02-14,00:00:00,64,Toothpaste,Personal Care,26.06,8,1,7,0.05,182.42,5,Eastville,Miami,Southeast,10,Lisa Hensley,Stocker,Credit Card,245.0,Colin Terry
332,2024-02-21,00:00:00,1,Milk,Dairy,10.31,3,0,3,0.04,30.93,3,Northgate,Chicago,Midwest,20,Derek Wright,Stocker,Debit Card,76.0,Cynthia Rowe
333,2024-04-03,00:00:00,19,Onions,Produce,34.76,2,0,2,0.19,69.52,1,Downtown,New York,East,17,Crystal Johnson,Stocker,Mobile Payment,173.0,Patrick Thornton
334,2024-02-10,00:00:00,39,Wine,Beverages,10.59,7,0,7,0.19,74.13,3,Northgate,Chicago,Midwest,5,Kevin Pacheco,Sales Associate,Debit Card,496.0,Jasmin Alvarado
335,2024-02-14,00:00:00,46,Candy,Snacks,7.3,7,0,7,0.14,51.1,2,Westside,Los Angeles,West,19,Matthew Foster,Cashier,Credit Card,1.0,Veronica Simpson
336,2024-02-16,00:00:00,51,Tomatoes,Canned Goods,36.27,10,0,10,0.16,362.7,5,Eastville,Miami,Southeast,2,Megan Mcclain,Cashier,Gift Card,290.0,Jonathan Lawrence
337,2024-03-25,00:00:00,14,Bananas,Produce,33.31,2,0,2,0.2,66.62,4,Southcenter,Houston,South,5,Kevin Pacheco,Sales Associate,Credit Card,494.0,Shelly Alexander
338,2024-01-03,00:00:00,12,Pastries,Bakery,6.12,5,0,5,0.14,30.6,3,Northgate,Chicago,Midwest,15,Nicholas Martin,Sales Associate,Debit Card,56.0,Joyce Bowen
339,2024-04-22,00:00:00,1,Milk,Dairy,8.81,7,0,7,0.18,61.67,1,Downtown,New York,East,13,Holly Wood,Cashier,Mobile Payment,,
340,2024-01-26,00:00:00,45,Chocolate,Snacks,33.47,8,0,8,0.12,267.76,5,Eastville,Miami,Southeast,13,Holly Wood,Cashier,Credit Card,38.0,Matthew Moore
341,2024-03-22,00:00:00,5,Cream,Dairy,34.86,5,0,5,0.01,174.3,3,Northgate,Chicago,Midwest,1,Allison Hill,Cashier,Credit Card,,
342,2024-01-24,00:00:00,21,Beef,Meat,28.29,6,0,6,0.12,169.74,1,Downtown,New York,East,18,Daniel Hahn,Stocker,Mobile Payment,,
343,2024-04-21,00:00:00,56,Meals,Frozen Foods,8.14,3,0,3,0.07,24.42,2,Westside,Los Angeles,West,20,Derek Wright,Stocker,Credit Card,284.0,Wayne Morgan
344,2024-03-01,00:00:00,34,Juice,Beverages,44.37,2,2,0,0.03,0.0,3,Northgate,Chicago,Midwest,10,Lisa Hensley,Stocker,Debit Card,45.0,Marie Christian
345,2024-02-21,00:00:00,38,Beer,Beverages,6.96,2,1,1,0.13,6.96,5,Eastville,Miami,Southeast,16,Margaret Hawkins DDS,Sales Associate,Cash,60.0,Shannon James
346,2024-05-05,00:00:00,40,Chips,Snacks,24.39,5,0,5,0.11,121.95,4,Southcenter,Houston,South,16,Margaret Hawkins DDS,Sales Associate,Credit Card,196.0,Nathan Malone
347,2024-01-12,00:00:00,48,Beans,Canned Goods,28.71,5,0,5,0.05,143.55,2,Westside,Los Angeles,West,15,Nicholas Martin,Sales Associate,Debit Card,78.0,Amanda Jones
348,2024-05-18,00:00:00,13,Apples,Produce,4.28,7,0,7,0.12,29.96,1,Downtown,New York,East,12,David Garcia,Cashier,Gift Card,199.0,Tammie Bright
349,2024-05-01,00:00:00,67,Razors,Personal Care,5.83,10,0,10,0.1,58.3,4,Southcenter,Houston,South,18,Daniel Hahn,Stocker,Cash,438.0,Jessica Garcia
350,2024-05-12,00:00:00,5,Cream,Dairy,30.98,10,0,10,0.12,309.8,5,Eastville,Miami,Southeast,19,Matthew Foster,Cashier,Cash,,
351,2024-02-24,00:00:00,58,Paper Towels,Household,44.73,4,0,4,0.08,178.92,2,Westside,Los Angeles,West,6,Melissa Peterson,Sales Associate,Mobile Payment,422.0,Shelia Wallace
352,2024-03-22,00:00:00,19,Onions,Produce,38.19,2,0,2,0.11,76.38,5,Eastville,Miami,Southeast,9,Valerie Gray,Cashier,Gift Card,142.0,Stephanie Williams
353,2024-05-30,00:00:00,67,Razors,Personal Care,6.35,9,0,9,0.02,57.15,4,Southcenter,Houston,South,1,Allison Hill,Cashier,Credit Card,302.0,Elaine Brooks
354,2024-01-26,00:00:00,13,Apples,Produce,3.99,5,0,5,0.18,19.95,1,Downtown,New York,East,19,Matthew Foster,Cashier,Mobile Payment,336.0,Joseph Knight
355,2024-05-01,00:00:00,63,Shampoo,Personal Care,17.77,1,0,1,0.08,17.77,5,Eastville,Miami,Southeast,20,Derek Wright,Stocker,Gift Card,356.0,Carolyn Miller
356,2024-03-25,00:00:00,52,Fruit,Canned Goods,28.15,4,4,0,0.18,0.0,1,Downtown,New York,East,13,Holly Wood,Cashier,Debit Card,419.0,Lisa Allen
357,2024-05-05,00:00:00,39,Wine,Beverages,12.43,2,0,2,0.05,24.86,3,Northgate,Chicago,Midwest,9,Valerie Gray,Cashier,Debit Card,,
358,2024-04-16,00:00:00,57,Desserts,Frozen Foods,45.83,10,0,10,0.04,458.3,3,Northgate,Chicago,Midwest,9,Valerie Gray,Cashier,Credit Card,,
359,2024-04-05,00:00:00,53,Pizza,Frozen Foods,33.37,1,0,1,0.03,33.37,4,Southcenter,Houston,South,17,Crystal Johnson,Stocker,Debit Card,,
360,2024-05-25,00:00:00,52,Fruit,Canned Goods,28.15,1,0,1,0.18,28.15,2,Westside,Los Angeles,West,17,Crystal Johnson,Stocker,Credit Card,,
361,2024-01-13,00:00:00,32,Water,Beverages,38.43,6,0,6,0.05,230.58,1,Downtown,New York,East,15,Nicholas Martin,Sales Associate,Mobile Payment,326.0,Briana Murray
362,2024-04-05,00:00:00,16,Tomatoes,Produce,28.12,8,0,8,0.04,224.96,1,Downtown,New York,East,8,Lindsey Roman,Stocker,Mobile Payment,180.0,David Smith
363,2024-01-24,00:00:00,45,Chocolate,Snacks,36.89,5,1,4,0.03,147.56,2,Westside,Los Angeles,West,9,Valerie Gray,Cashier,Gift Card,,
364,2024-02-22,00:00:00,28,Shrimp,Seafood,12.81,5,0,5,0.1,64.05,2,Westside,Los Angeles,West,8,Lindsey Roman,Stocker,Cash,68.0,Stephanie Byrd
365,2024-02-27,00:00:00,23,Turkey,Meat,9.13,5,0,5,0.19,45.65,5,Eastville,Miami,Southeast,1,Allison Hill,Cashier,Debit Card,193.0,Jeremy Reed
366,2024-02-25,00:00:00,45,Chocolate,Snacks,34.23,8,0,8,0.1,273.84,4,Southcenter,Houston,South,9,Valerie Gray,Cashier,Gift Card,53.0,Margaret Coleman
367,2024-05-23,00:00:00,1,Milk,Dairy,10.1,10,0,10,0.06,101.0,5,Eastville,Miami,Southeast,12,David Garcia,Cashier,Cash,173.0,Ryan Gonzalez
368,2024-03-07,00:00:00,36,Tea,Beverages,10.28,5,0,5,0.1,51.4,3,Northgate,Chicago,Midwest,9,Valerie Gray,Cashier,Credit Card,,
369,2024-01-07,00:00:00,52,Fruit,Canned Goods,32.61,8,0,8,0.05,260.88,3,Northgate,Chicago,Midwest,5,Kevin Pacheco,Sales Associate,Mobile Payment,378.0,John Young
370,2024-02-18,00:00:00,5,Cream,Dairy,33.8,6,0,6,0.04,202.8,5,Eastville,Miami,Southeast,19,Matthew Foster,Cashier,Gift Card,244.0,Laura Haney
371,2024-02-13,00:00:00,46,Candy,Snacks,8.32,9,0,9,0.02,74.88,5,Eastville,Miami,Southeast,10,Lisa Hensley,Stocker,Credit Card,,
372,2024-02-26,00:00:00,24,Lamb,Meat,29.37,6,0,6,0.17,176.22,3,Northgate,Chicago,Midwest,3,Allen Robinson,Manager,Mobile Payment,,
373,2024-05-29,00:00:00,43,Nuts,Snacks,48.87,5,0,5,0.02,244.35,3,Northgate,Chicago,Midwest,9,Valerie Gray,Cashier,Cash,,
374,2024-05-08,00:00:00,10,Cookies,Bakery,28.13,2,0,2,0.08,56.26,4,Southcenter,Houston,South,7,Gabrielle Davis,Cashier,Debit Card,446.0,William Barrett
375,2024-03-28,00:00:00,20,Chicken,Meat,16.1,7,0,7,0.18,112.7,2,Westside,Los Angeles,West,7,Gabrielle Davis,Cashier,Mobile Payment,442.0,Keith Jennings
376,2024-03-26,00:00:00,24,Lamb,Meat,35.04,3,0,3,0.01,105.12,1,Downtown,New York,East,16,Margaret Hawkins DDS,Sales Associate,Mobile Payment,390.0,Amber Obrien
377,2024-05-05,00:00:00,22,Pork,Meat,8.16,2,0,2,0.09,16.32,5,Eastville,Miami,Southeast,6,Melissa Peterson,Sales Associate,Mobile Payment,495.0,Tanner Mitchell DDS
378,2024-01-10,00:00:00,62,Cleaning Supplies,Household,28.68,9,0,9,0.07,258.12,4,Southcenter,Houston,South,1,Allison Hill,Cashier,Cash,,
379,2024-03-04,00:00:00,25,Sausages,Meat,28.69,4,0,4,0.07,114.76,1,Downtown,New York,East,1,Allison Hill,Cashier,Credit Card,258.0,Heather Fields
380,2024-01-12,00:00:00,40,Chips,Snacks,24.94,5,0,5,0.09,124.7,2,Westside,Los Angeles,West,3,Allen Robinson,Manager,Gift Card,173.0,Megan Le
381,2024-05-05,00:00:00,56,Meals,Frozen Foods,8.49,6,0,6,0.03,50.94,2,Westside,Los Angeles,West,11,Amber Perez,Assistant Manager,Mobile Payment,115.0,Sara Fuller
382,2024-05-30,00:00:00,17,Lettuce,Produce,3.02,9,0,9,0.07,27.18,2,Westside,Los Angeles,West,1,Allison Hill,Cashier,Cash,328.0,Maria Parker
383,2024-01-13,00:00:00,33,Soda,Beverages,12.28,10,0,10,0.13,122.8,5,Eastville,Miami,Southeast,20,Derek Wright,Stocker,Cash,60.0,Kevin Oconnor
384,2024-02-01,00:00:00,54,Ice Cream,Frozen Foods,32.5,9,0,9,0.14,292.5,4,Southcenter,Houston,South,13,Holly Wood,Cashier,Credit Card,323.0,Edward Burgess
385,2024-01-26,00:00:00,2,Cheese,Dairy,18.97,9,0,9,0.12,170.73,3,Northgate,Chicago,Midwest,14,Timothy Wong,Cashier,Credit Card,461.0,Carlos Ryan
386,2024-01-31,00:00:00,14,Bananas,Produce,40.81,5,0,5,0.02,204.05,5,Eastville,Miami,Southeast,20,Derek Wright,Stocker,Credit Card,399.0,Kiara Mcintyre
387,2024-04-01,00:00:00,34,Juice,Beverages,45.28,7,0,7,0.01,316.96,5,Eastville,Miami,Southeast,7,Gabrielle Davis,Cashier,Mobile Payment,,
388,2024-01-01,00:00:00,62,Cleaning Supplies,Household,25.29,1,0,1,0.18,25.29,3,Northgate,Chicago,Midwest,8,Lindsey Roman,Stocker,Gift Card,77.0,Dawn Summers
389,2024-01-26,00:00:00,12,Pastries,Bakery,6.48,5,0,5,0.09,32.4,5,Eastville,Miami,Southeast,3,Allen Robinson,Manager,Debit Card,26.0,Dr. Paul Morgan
390,2024-03-15,00:00:00,13,Apples,Produce,4.57,6,0,6,0.06,27.42,2,Westside,Los Angeles,West,2,Megan Mcclain,Cashier,Cash,389.0,Victor Taylor
391,2024-02-13,00:00:00,6,Eggs,Dairy,13.3,6,0,6,0.09,79.8,1,Downtown,New York,East,5,Kevin Pacheco,Sales Associate,Gift Card,376.0,Shannon Ramsey
392,2024-02-16,00:00:00,12,Pastries,Bakery,5.77,2,0,2,0.19,11.54,3,Northgate,Chicago,Midwest,11,Amber Perez,Assistant Manager,Debit Card,,
393,2024-01-29,00:00:00,62,Cleaning Supplies,Household,30.53,3,0,3,0.01,91.59,4,Southcenter,Houston,South,6,Melissa Peterson,Sales Associate,Credit Card,467.0,Tracy Ballard
394,2024-02-16,00:00:00,62,Cleaning Supplies,Household,28.68,10,0,10,0.07,286.8,5,Eastville,Miami,Southeast,15,Nicholas Martin,Sales Associate,Cash,,
395,2024-01-29,00:00:00,17,Lettuce,Produce,3.22,7,0,7,0.01,22.54,4,Southcenter,Houston,South,16,Margaret Hawkins DDS,Sales Associate,Debit Card,445.0,Richard Smith
396,2024-05-13,00:00:00,29,Cod,Seafood,10.23,10,0,10,0.13,102.3,3,Northgate,Chicago,Midwest,17,Crystal Johnson,Stocker,Credit Card,340.0,Jordan Chambers
397,2024-01-14,00:00:00,50,Corn,Canned Goods,26.12,1,0,1,0.03,26.12,2,Westside,Los Angeles,West,18,Daniel Hahn,Stocker,Mobile Payment,,
398,2024-03-23,00:00:00,22,Pork,Meat,8.43,4,0,4,0.06,33.72,1,Downtown,New York,East,16,Margaret Hawkins DDS,Sales Associate,Gift Card,330.0,Lauren Carson
399,2024-01-21,00:00:00,49,Tuna,Canned Goods,17.53,8,0,8,0.11,140.24,4,Southcenter,Houston,South,8,Lindsey Roman,Stocker,Cash,,
400,2024-05-07,00:00:00,58,Paper Towels,Household,44.73,1,0,1,0.08,44.73,3,Northgate,Chicago,Midwest,4,Cristian Santos,Sales Associate,Gift Card,423.0,Ashley Hall
401,2024-03-18,00:00:00,12,Pastries,Bakery,6.19,9,0,9,0.13,55.71,5,Eastville,Miami,Southeast,20,Derek Wright,Stocker,Mobile Payment,,
402,2024-04-26,00:00:00,47,Soup,Canned Goods,35.03,6,0,6,0.12,210.18,1,Downtown,New York,East,8,Lindsey Roman,Stocker,Mobile Payment,,
403,2024-01-25,00:00:00,47,Soup,Canned Goods,33.04,4,3,1,0.17,33.04,4,Southcenter,Houston,South,4,Cristian Santos,Sales Associate,Debit Card,192.0,Stephen Hoffman
404,2024-05-06,00:00:00,14,Bananas,Produce,35.39,3,0,3,0.15,106.17,1,Downtown,New York,East,6,Melissa Peterson,Sales Associate,Mobile Payment,313.0,Connie Brown
405,2024-04-10,00:00:00,26,Salmon,Seafood,22.82,4,0,4,0.16,91.28,2,Westside,Los Angeles,West,4,Cristian Santos,Sales Associate,Debit Card,213.0,Susan Turner
406,2024-04-25,00:00:00,6,Eggs,Dairy,11.84,8,0,8,0.19,94.72,5,Eastville,Miami,Southeast,4,Cristian Santos,Sales Associate,Credit Card,,
407,2024-05-21,00:00:00,1,Milk,Dairy,9.67,7,0,7,0.1,67.69,5,Eastville,Miami,Southeast,2,Megan Mcclain,Cashier,Gift Card,,
408,2024-02-02,00:00:00,23,Turkey,Meat,9.92,2,0,2,0.12,19.84,5,Eastville,Miami,Southeast,6,Melissa Peterson,Sales Associate,Debit Card,197.0,Charles Shah
409,2024-03-11,00:00:00,54,Ice Cream,Frozen Foods,30.61,7,0,7,0.19,214.27,5,Eastville,Miami,Southeast,8,Lindsey Roman,Stocker,Mobile Payment,,
410,2024-05-11,00:00:00,18,Potatoes,Produce,34.6,5,0,5,0.11,173.0,4,Southcenter,Houston,South,20,Derek Wright,Stocker,Debit Card,,
411,2024-03-15,00:00:00,28,Shrimp,Seafood,13.8,6,0,6,0.03,82.8,2,Westside,Los Angeles,West,7,Gabrielle Davis,Cashier,Credit Card,356.0,Johnathan Davis
412,2024-05-23,00:00:00,42,Popcorn,Snacks,16.66,8,0,8,0.19,133.28,1,Downtown,New York,East,12,David Garcia,Cashier,Mobile Payment,458.0,Brandy Chavez
413,2024-05-13,00:00:00,37,Energy Drinks,Beverages,20.19,2,1,1,0.01,20.19,4,Southcenter,Houston,South,1,Allison Hill,Cashier,Cash,385.0,Natalie Bautista
414,2024-02-07,00:00:00,21,Beef,Meat,30.22,1,0,1,0.06,30.22,3,Northgate,Chicago,Midwest,9,Valerie Gray,Cashier,Gift Card,417.0,Patrick Moore
415,2024-05-23,00:00:00,58,Paper Towels,Household,43.27,4,0,4,0.11,173.08,1,Downtown,New York,East,20,Derek Wright,Stocker,Credit Card,408.0,Brett Burns
416,2024-04-09,00:00:00,37,Energy Drinks,Beverages,16.31,7,0,7,0.2,114.17,1,Downtown,New York,East,13,Holly Wood,Cashier,Debit Card,,
417,2024-02-21,00:00:00,7,Bread,Bakery,39.76,10,0,10,0.17,397.6,1,Downtown,New York,East,9,Valerie Gray,Cashier,Mobile Payment,,
418,2024-02-20,00:00:00,48,Beans,Canned Goods,29.01,4,0,4,0.04,116.04,5,Eastville,Miami,Southeast,18,Daniel Hahn,Stocker,Cash,89.0,Trevor Johnson
419,2024-01-11,00:00:00,66,Lotion,Personal Care,16.04,7,0,7,0.05,112.28,1,Downtown,New York,East,13,Holly Wood,Cashier,Credit Card,131.0,Jeremy Sampson
420,2024-02-09,00:00:00,1,Milk,Dairy,10.1,1,0,1,0.06,10.1,3,Northgate,Chicago,Midwest,15,Nicholas Martin,Sales Associate,Cash,,
421,2024-05-20,00:00:00,39,Wine,Beverages,11.25,6,0,6,0.14,67.5,4,Southcenter,Houston,South,19,Matthew Foster,Cashier,Gift Card,95.0,Ariana Jennings
422,2024-02-10,00:00:00,67,Razors,Personal Care,5.96,7,0,7,0.08,41.72,1,Downtown,New York,East,17,Crystal Johnson,Stocker,Debit Card,110.0,Vanessa Howard
423,2024-03-16,00:00:00,43,Nuts,Snacks,43.89,4,0,4,0.12,175.56,3,Northgate,Chicago,Midwest,12,David Garcia,Cashier,Mobile Payment,,
424,2024-04-24,00:00:00,2,Cheese,Dairy,18.97,4,0,4,0.12,75.88,1,Downtown,New York,East,12,David Garcia,Cashier,Gift Card,21.0,Colton Martinez
425,2024-04-08,00:00:00,42,Popcorn,Snacks,19.34,5,0,5,0.06,96.7,4,Southcenter,Houston,South,4,Cristian Santos,Sales Associate,Gift Card,,
426,2024-04-24,00:00:00,48,Beans,Canned Goods,28.41,8,4,4,0.06,113.64,5,Eastville,Miami,Southeast,17,Crystal Johnson,Stocker,Cash,,
427,2024-01-02,00:00:00,22,Pork,Meat,7.8,2,0,2,0.13,15.6,5,Eastville,Miami,Southeast,18,Daniel Hahn,Stocker,Credit Card,,
428,2024-05-17,00:00:00,55,Vegetables,Frozen Foods,5.24,7,0,7,0.19,36.68,1,Downtown,New York,East,7,Gabrielle Davis,Cashier,Credit Card,368.0,Jordan Bates
429,2024-01-19,00:00:00,43,Nuts,Snacks,47.38,1,0,1,0.05,47.38,1,Downtown,New York,East,3,Allen Robinson,Manager,Cash,117.0,Linda Smith
430,2024-04-25,00:00:00,34,Juice,Beverages,45.74,7,0,7,0.0,320.18,4,Southcenter,Houston,South,13,Holly Wood,Cashier,Cash,329.0,Dana Martinez
431,2024-01-19,00:00:00,9,Muffins,Bakery,5.63,6,0,6,0.02,33.78,5,Eastville,Miami,Southeast,2,Megan Mcclain,Cashier,Debit Card,145.0,Andrea Hubbard
432,2024-01-08,00:00:00,57,Desserts,Frozen Foods,45.83,8,0,8,0.04,366.64,4,Southcenter,Houston,South,13,Holly Wood,Cashier,Mobile Payment,,
433,2024-04-05,00:00:00,38,Beer,Beverages,7.12,1,0,1,0.11,7.12,2,Westside,Los Angeles,West,10,Lisa Hensley,Stocker,Cash,294.0,Daniel Kane
434,2024-01-22,00:00:00,51,Tomatoes,Canned Goods,36.7,5,0,5,0.15,183.5,5,Eastville,Miami,Southeast,18,Daniel Hahn,Stocker,Debit Card,464.0,Charles Lester
435,2024-02-17,00:00:00,66,Lotion,Personal Care,16.04,4,0,4,0.05,64.16,2,Westside,Los Angeles,West,6,Melissa Peterson,Sales Associate,Cash,410.0,Scott Thomas
436,2024-05-20,00:00:00,7,Bread,Bakery,47.42,2,0,2,0.01,94.84,5,Eastville,Miami,Southeast,15,Nicholas Martin,Sales Associate,Cash,298.0,David Thompson
437,2024-02-02,00:00:00,63,Shampoo,Personal Care,17.0,4,0,4,0.12,68.0,3,Northgate,Chicago,Midwest,12,David Garcia,Cashier,Credit Card,231.0,Allison Smith
438,2024-05-29,00:00:00,43,Nuts,Snacks,46.38,3,0,3,0.07,139.14,5,Eastville,Miami,Southeast,10,Lisa Hensley,Stocker,Debit Card,,
439,2024-03-04,00:00:00,22,Pork,Meat,7.8,4,0,4,0.13,31.2,1,Downtown,New York,East,11,Amber Perez,Assistant Manager,Debit Card,,
440,2024-04-28,00:00:00,18,Potatoes,Produce,36.55,8,0,8,0.06,292.4,3,Northgate,Chicago,Midwest,16,Margaret Hawkins DDS,Sales Associate,Gift Card,331.0,Cynthia Morris
441,2024-05-17,00:00:00,11,Cake,Bakery,30.14,4,0,4,0.18,120.56,3,Northgate,Chicago,Midwest,5,Kevin Pacheco,Sales Associate,Cash,,
442,2024-05-28,00:00:00,3,Yogurt,Dairy,26.29,10,0,10,0.12,262.9,5,Eastville,Miami,Southeast,1,Allison Hill,Cashier,Cash,279.0,Anthony Harmon
443,2024-04-10,00:00:00,61,Soap,Household,37.17,4,0,4,0.12,148.68,2,Westside,Los Angeles,West,12,David Garcia,Cashier,Debit Card,257.0,Nichole Alvarez
444,2024-04-03,00:00:00,66,Lotion,Personal Care,14.01,9,4,5,0.17,70.05,1,Downtown,New York,East,13,Holly Wood,Cashier,Gift Card,388.0,Kayla Rodriguez
445,2024-02-10,00:00:00,66,Lotion,Personal Care,15.02,3,0,3,0.11,45.06,2,Westside,Los Angeles,West,15,Nicholas Martin,Sales Associate,Credit Card,,
446,2024-02-26,00:00:00,62,Cleaning Supplies,Household,29.3,8,0,8,0.05,234.4,3,Northgate,Chicago,Midwest,2,Megan Mcclain,Cashier,Credit Card,106.0,Theresa Williams
447,2024-04-30,00:00:00,67,Razors,Personal Care,6.42,8,0,8,0.01,51.36,3,Northgate,Chicago,Midwest,13,Holly Wood,Cashier,Debit Card,496.0,Sharon Boyd
448,2024-05-28,00:00:00,67,Razors,Personal Care,5.96,9,0,9,0.08,53.64,3,Northgate,Chicago,Midwest,9,Valerie Gray,Cashier,Mobile Payment,335.0,Victor Brown
449,2024-04-06,00:00:00,10,Cookies,Bakery,28.44,4,0,4,0.07,113.76,5,Eastville,Miami,Southeast,9,Valerie Gray,Cashier,Debit Card,247.0,James Parks
450,2024-04-22,00:00:00,1,Milk,Dairy,9.67,3,0,3,0.1,29.01,5,Eastville,Miami,Southeast,5,Kevin Pacheco,Sales Associate,Debit Card,96.0,Theodore Jones Jr.
451,2024-01-31,00:00:00,21,Beef,Meat,29.9,4,0,4,0.07,119.6,3,Northgate,Chicago,Midwest,20,Derek Wright,Stocker,Cash,246.0,Ana Hill
452,2024-02-11,00:00:00,62,Cleaning Supplies,Household,29.91,7,1,6,0.03,179.46,2,Westside,Los Angeles,West,19,Matthew Foster,Cashier,Gift Card,323.0,Kimberly Nguyen
